239,"Doug Bracewell
Delhi Daredevils",1,1,4,32,3,3/32,10.66,8,8,0,0
240,"Pradeep Sahu
Kings XI Punjab",5,5,17.3,146,3,2/18,48.66,8.34,35,0,0
Pos,Player,Mat,Inns,Overs,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w
241,"Robin Peterson
Mumbai Indians",5,4,8,70,3,3/37,23.33,8.75,16,0,0
242,"Tabraiz Shamsi
Royal Challengers Bangalore",4,4,16,147,3,1/21,49,9.18,32,0,0
243,"Rajagopal Sathish
Kolkata Knight Riders",34,14,23.1,232,3,1/11,77.33,10.01,46.33,0,0
244,"Gajendra Singh
Rajasthan Royals",4,4,14,141,3,1/33,47,10.07,28,0,0
245,"Love Ablish
Kings XI Punjab",3,3,7,75,3,2/17,25,10.71,14,0,0
246,"JJ van der Wath
Royal Challengers Bangalore",3,3,12,129,3,2/49,43,10.75,24,0,0
247,"Ryan Ninan
Royal Challengers Bangalore",2,2,6,65,3,2/31,21.66,10.83,12,0,0
248,"Krishmar Santokie
Mumbai Indians",2,2,8,90,3,2/50,30,11.25,16,0,0
249,"Sachin Baby
Royal Challengers Bangalore",17,2,1.4,8,2,0/0,4,4.8,5,0,0
250,"Mohammad Nabi
Sunrisers Hyderabad",2,2,8,41,2,1/13,20.5,5.12,24,0,0
Pos,Player,Mat,Inns,Overs,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w
251,"Michael Clarke
Pune Warriors India",6,5,11,67,2,1/12,33.5,6.09,33,0,0
252,"Lockie Ferguson
Rising Pune Supergiant",2,2,8,51,2,2/7,25.5,6.37,24,0,0
253,"Ankit Soni
Gujarat Lions",6,5,16,113,2,1/16,56.5,7.06,48,0,0
254,"C Nanda
Mumbai Indians",3,3,8,57,2,1/4,28.5,7.12,24,0,0
255,"Ryan ten Doeschate
Kolkata Knight Riders",29,10,13,94,2,1/7,47,7.23,39,0,0
256,"Scott Boland
Rising Pune Supergiant",2,2,7,54,2,2/31,27,7.71,21,0,0
257,"Rahul Chahar
Rising Pune Supergiant",3,2,7,58,2,1/26,29,8.28,21,0,0
258,"Nayan Doshi
Rajasthan Royals",4,4,9.2,79,2,1/15,39.5,8.46,28,0,0
259,"Billy Stanlake
Royal Challengers Bangalore",2,2,8,70,2,2/29,35,8.75,24,0,0
260,"DNT Zoysa
Deccan Chargers",3,3,11,99,2,1/30,49.5,9,33,0,0
Pos,Player,Mat,Inns,Overs,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w
261,"T Natarajan
Kings XI Punjab",6,6,12.4,115,2,1/26,57.5,9.07,38,0,0
262,"Pawan Suyal
Delhi Daredevils",5,5,16,151,2,1/21,75.5,9.43,48,0,0
263,"Andrew Flintoff
Chennai Super Kings",3,3,11,105,2,1/11,52.5,9.54,33,0,0
264,"Siddharth Chitnis
Kings XI Punjab",11,2,6,60,2,2/40,30,10,18,0,0
265,"Shoaib Malik
Delhi Daredevils",7,5,8.3,85,2,1/6,42.5,10,25.5,0,0
266,"MA Khote
Mumbai Indians",4,2,5,51,2,2/29,25.5,10.2,15,0,0
267,"Luke Wright
Pune Warriors India",7,6,11.5,124,2,1/12,62,10.47,35.5,0,0
268,"D Kalyankrishna
Deccan Chargers",3,3,8,87,2,1/30,43.5,10.87,24,0,0
269,"Amit Uniyal
Rajasthan Royals",2,2,6,66,2,2/41,33,11,18,0,0
270,"Kyle Abbott
Chennai Super Kings",5,5,16,177,2,1/38,88.5,11.06,48,0,0
Pos,Player,Mat,Inns,Overs,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w
271,"Adam Gilchrist
Kings XI Punjab",80,1,0.1,0,1,1/0,0,0,1,0,0
272,"Nathu Singh
Gujarat Lions",2,2,4,15,1,1/7,15,3.75,24,0,0
273,"Mohammad Hafeez
Kolkata Knight Riders",8,2,5,24,1,1/8,24,4.8,30,0,0
274,"Ajinkya Rahane
Rising Pune Supergiant",108,1,1,5,1,1/5,5,5,6,0,0
275,"LA Carseldine
Rajasthan Royals",5,1,1,6,1,1/6,6,6,6,0,0
276,"SS Mundhe
Pune Warriors India",1,1,1,6,1,1/6,6,6,6,0,0
277,"Hanuma Vihari
Sunrisers Hyderabad",22,5,6,38,1,1/5,38,6.33,36,0,0
278,"T Henderson
Rajasthan Royals",2,2,6,40,1,1/30,40,6.66,36,0,0
279,"GR Napier
Mumbai Indians",1,1,4,27,1,1/27,27,6.75,24,0,0
280,"Jeevan Mendis
Delhi Daredevils",3,2,5,36,1,1/16,36,7.2,30,0,0
Pos,Player,Mat,Inns,Overs,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w
281,"Mandeep Singh
Royal Challengers Bangalore",70,1,3,23,1,0/0,23,7.66,18,0,0
282,"PM Sarvesh Kumar
Deccan Chargers",2,2,5,42,1,1/18,42,8.4,30,0,0
283,"Harmeet Singh
Rajasthan Royals",1,1,4,34,1,1/34,34,8.5,24,0,0
284,"Clint McKay
Sunrisers Hyderabad",2,2,7,60,1,1/36,60,8.57,42,0,0
285,"SB Joshi
Royal Challengers Bangalore",4,4,9.1,82,1,1/27,82,8.94,55,0,0
286,"Abhishek Jhunjhunwala
Deccan Chargers",21,10,14.1,129,1,1/13,129,9.1,85,0,0
287,"Swapnil Singh
Kings XI Punjab",4,4,9,84,1,1/14,84,9.33,54,0,0
288,"Dwaraka Ravi Teja
Sunrisers Hyderabad",32,2,3,28,1,0/0,28,9.33,18,0,0
289,"Aaron Finch
Gujarat Lions",64,5,7.1,67,1,1/11,67,9.34,43,0,0
290,"Deepak Chahar
Rising Pune Supergiant",5,5,12,115,1,1/35,115,9.58,72,0,0
Pos,Player,Mat,Inns,Overs,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w
291,"Dinesh Salunkhe
Rajasthan Royals",6,5,7.5,78,1,1/21,78,9.95,47,0,0
292,"Ashley Noffke
Royal Challengers Bangalore",1,1,4,40,1,1/40,40,10,24,0,0
293,"Jimmy Neesham
Kolkata Knight Riders",4,4,9,91,1,1/29,91,10.11,54,0,0
294,"Ronit More
Chennai Super Kings",2,2,5.5,59,1,1/31,59,10.11,35,0,0
295,"Ben Laughlin
Sunrisers Hyderabad",2,2,7,71,1,1/25,71,10.14,42,0,0
296,"Gurinder Sandhu
Delhi Daredevils",3,2,8,82,1,1/33,82,10.25,48,0,0
297,"Andre Nel
Mumbai Indians",1,1,3,31,1,1/31,31,10.33,18,0,0
298,"Shubham Agarwal
Gujarat Lions",1,1,4,42,1,1/42,42,10.5,24,0,0
299,"Akshath Reddy
Sunrisers Hyderabad",12,1,3,32,1,0/0,32,10.66,18,0,0
300,"S Vidyut
Chennai Super Kings",9,1,2,22,1,0/0,22,11,12,0,0
Pos,Player,Mat,Inns,Overs,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w
301,"Lendl Simmons
Mumbai Indians",25,1,3,34,1,0/0,34,11.33,18,0,0
302,"Brett Geeves
Delhi Daredevils",2,2,8,91,1,1/50,91,11.37,48,0,0
303,"TP Sudhindra
Deccan Chargers",3,3,11.4,136,1,1/46,136,11.65,70,0,0
304,"Manoj Tiwary
Rising Pune Supergiant",90,5,6,73,1,0/0,73,12.16,36,0,0
305,"Cameron White
Sunrisers Hyderabad",47,6,7,86,1,1/14,86,12.28,42,0,0
306,"Matt Henry
Kings XI Punjab",2,2,5,71,1,1/31,71,14.2,30,0,0
307,"Nitish Rana
Mumbai Indians",17,1,1,3,0,0/0,-,3,-,0,0
308,"Mithun Manhas
Chennai Super Kings",55,3,7,42,0,0/0,-,6,-,0,0
309,"Nathan Rimmington
Kings XI Punjab",1,1,3,19,0,0/19,-,6.33,-,0,0
310,"Sachin Rana
Royal Challengers Bangalore",11,3,2.4,18,0,0/0,-,6.75,-,0,0
Pos,Player,Mat,Inns,Overs,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w
311,"Nathan McCullum
Sunrisers Hyderabad",2,2,5,34,0,0/12,-,6.8,-,0,0
312,"Kane Williamson
Sunrisers Hyderabad",14,1,1,7,0,0/7,-,7,-,0,0
313,"Y Gnaneswara Rao
Kochi Tuskers Kerala",2,1,1,7,0,0/0,-,7,-,0,0
314,"Ambati Rayudu
Mumbai Indians",110,1,3,22,0,0/0,-,7.33,-,0,0
315,"Colin Munro
Kolkata Knight Riders",4,2,2,15,0,0/0,-,7.5,-,0,0
316,"RS Gavaskar
Kolkata Knight Riders",2,1,1,8,0,0/0,-,8,-,0,0
317,"Suryakumar Yadav
Kolkata Knight Riders",53,1,1,8,0,0/0,-,8,-,0,0
318,"Abhishek Raut
Rajasthan Royals",22,6,7,57,0,0/0,-,8.14,-,0,0
319,"Murali Vijay
Kings XI Punjab",100,4,6,49,0,0/0,-,8.16,-,0,0
320,"Adam Voges
Rajasthan Royals",9,7,9,76,0,0/0,-,8.44,-,0,0
Pos,Player,Mat,Inns,Overs,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w
321,"K Goel
Kings XI Punjab",22,6,11,93,0,0/0,-,8.45,-,0,0
322,"Daniel Harris
Deccan Chargers",4,2,3,26,0,0/0,-,8.66,-,0,0
323,"Krishnakant Upadhyay
Pune Warriors India",3,3,9,81,0,0/19,-,9,-,0,0
324,"Tejas Baroka
Gujarat Lions",1,1,3.3,33,0,0/33,-,9.42,-,0,0
325,"Sachin Tendulkar
Mumbai Indians",78,4,6,58,0,0/7,-,9.66,-,0,0
326,"Asad Pathan
Royal Challengers Bangalore",8,3,6.3,63,0,0/0,-,9.69,-,0,0
327,"Faiz Fazal
Rajasthan Royals",12,2,2,20,0,0/0,-,10,-,0,0
328,"Kemar Roach
Deccan Chargers",2,2,8,80,0,0/32,-,10,-,0,0
329,"Travis Head
Royal Challengers Bangalore",9,4,5,51,0,0/11,-,10.2,-,0,0
330,"Abrar Kazi
Royal Challengers Bangalore",1,1,2,21,0,0/21,-,10.5,-,0,0
Pos,Player,Mat,Inns,Overs,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w
331,"RA Shaikh
Mumbai Indians",1,1,1,11,0,0/11,-,11,-,0,0
332,"Sean Abbott
Royal Challengers Bangalore",2,2,5,57,0,0/21,-,11.4,-,0,0
333,"VS Yeligati
Mumbai Indians",2,2,5,59,0,0/16,-,11.8,-,0,0
334,"Ben Rohrer
Delhi Daredevils",8,1,1,12,0,0/0,-,12,-,0,0
335,"Rahul Tripathi
Rising Pune Supergiant",11,1,1,12,0,0/12,-,12,-,0,0
336,"Ross Taylor
Pune Warriors India",55,2,2,24,0,0/0,-,12,-,0,0
337,"RR Bose
Kings XI Punjab",1,1,2,24,0,0/24,-,12,-,0,0
338,"C Ganapathy
Chennai Super Kings",1,1,1,13,0,0/13,-,13,-,0,0
339,"Abdur Razzak
Royal Challengers Bangalore",1,1,2,29,0,0/29,-,14.5,-,0,0
340,"Mashrafe Mortaza
Kolkata Knight Riders",1,1,4,58,0,0/58,-,14.5,-,0,0
Pos,Player,Mat,Inns,Overs,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w
341,"Steve Smith
Rising Pune Supergiant",66,1,0.2,5,0,0/0,-,15,-,0,0
342,"Michael Neser
Kings XI Punjab",1,1,4,62,0,0/62,-,15.5,-,0,0
343,"Sunny Gupta
Delhi Daredevils",1,1,3,47,0,0/47,-,15.66,-,0,0
344,"Faf du Plessis
Rising Pune Supergiant",53,1,1,16,0,0/0,-,16,-,0,0
345,"S Sriram
Delhi Daredevils",2,2,3,49,0,0/24,-,16.33,-,0,0
346,"Chamara Kapugedera
Chennai Super Kings",5,3,2.5,49,0,0/0,-,17.29,-,0,0
347,"Raju Bhatkal
Royal Challengers Bangalore",1,1,2,35,0,0/35,-,17.5,-,0,0
348,"P Prasanth
Kochi Tuskers Kerala",1,1,1,18,0,0/18,-,18,-,0,0
349,"Vijay Shankar
Sunrisers Hyderabad",3,1,1,19,0,0/19,-,19,-,0,0
350,"Bharat Chipli
Delhi Daredevils",23,1,1,20,0,0/0,-,20,-,0,0
Pos,Player,Mat,Inns,Overs,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w
351,"LPC Silva
Deccan Chargers",3,1,1,21,0,0/0,-,21,-,0,0
352,"I Malhotra
Deccan Chargers",1,1,1,23,0,0/23,-,23,-,0,0
